id,fecha_emision,ano_proceso,metodo_de_pago,cuotas_permiso,codigo_sii,comuna_propietario,comuna_permiso,valor_contado,total_a_pagar,ano_fabricacion,tipo_vehiculo,marca,modelo,cilindrada,combustible,transmision,comuna_anterior,fecha_vencimiento
2282,2026-03-11,2026,PRESENCIAL,1ra. Cuota,HB111021324,COYHAIQUE,RIO IBANEZ,82937,41468,2024,AUTOMOVIL,HYUNDAI,I20,1400.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2283,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026624,COYHAIQUE,RIO IBANEZ,177604,88802,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 4WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2284,2026-03-11,2026,PRESENCIAL,1ra. Cuota,HB111021324,COYHAIQUE,RIO IBANEZ,82937,41468,2024,AUTOMOVIL,HYUNDAI,I20,1400.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2285,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026624,COYHAIQUE,RIO IBANEZ,177604,88802,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 4WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2286,2026-03-11,2026,PRESENCIAL,1ra. Cuota,HB111021324,COYHAIQUE,RIO IBANEZ,82937,41468,2024,AUTOMOVIL,HYUNDAI,I20,1400.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2287,2026-03-11,2026,PRESENCIAL,1ra. Cuota,HB111021324,COYHAIQUE,RIO IBANEZ,82937,41468,2024,AUTOMOVIL,HYUNDAI,I20,1400.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2288,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU227058924,COYHAIQUE,RIO IBANEZ,219972,109986,2024,STATION WAGON,SUBARU,CROSSTREK,2000.0,BENC,AUT,RIO IBAÑEZ,2026-08-31
2289,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU227058824,COYHAIQUE,RIO IBANEZ,219972,109986,2024,STATION WAGON,SUBARU,CROSSTREK,2000.0,BENC,AUT,RIO IBAÑEZ,2026-08-31
2290,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU235019324,COYHAIQUE,RIO IBANEZ,88525,44262,2024,STATION WAGON,TOYOTA,RAIZE E 1.2 AT 4X2 BCN SW E6,1198.0,BENC,AUT,ALHUE,2026-08-31
2291,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU235019324,COYHAIQUE,RIO IBANEZ,88525,44262,2024,STATION WAGON,TOYOTA,RAIZE E 1.2 AT 4X2 BCN SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2292,2026-03-31,2026,PRESENCIAL,1ra. Cuota,VN132013024,COYHAIQUE,RIO IBANEZ,309059,154529,2024,STATION WAGON,KIA MOTORS,CARNIVAL,3500.0,BENC,AUT,RIO IBAÑEZ,2026-08-31
2293,2026-03-31,2026,PRESENCIAL,1ra. Cuota,VN132013024,COYHAIQUE,RIO IBANEZ,309059,154529,2024,STATION WAGON,KIA MOTORS,CARNIVAL,3500.0,BENC,AUT,RIO IBAÑEZ,2026-08-31
2294,2026-03-31,2026,PRESENCIAL,1ra. Cuota,VN132013024,COYHAIQUE,RIO IBANEZ,309059,154529,2024,STATION WAGON,KIA,CARNIVAL EX 3.5 AT 4X2 BCN SW E6,3470.0,BENC,AUT,ALHUE,2026-08-31
2295,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,COYHAIQUE,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2296,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,COYHAIQUE,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2297,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,COYHAIQUE,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX EVI TSS DX 2.4 MT 4X4 DSL DC E6,2400.0,DIES,MEC,ALHUE,2026-08-31
2298,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,COYHAIQUE,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX EVI TSS DX 2.4 MT 4X4 DSL DC E6,2400.0,DIES,MEC,ALHUE,2026-08-31
2299,2026-04-02,2026,PRESENCIAL,Total,SU106001399,LAS CONDES,RIO IBANEZ,34876,34891,1999,STATION WAGON,HONDA,CR-V,2000.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2300,2026-04-05,2026,ONLINE,Total,SU049006724,RIO IBANEZ,RIO IBANEZ,77003,77088,2024,STATION WAGON,CHERY,TIGGO 3 PRO,1500.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2301,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU235017124,COYHAIQUE,RIO IBANEZ,135236,67618,2024,STATION WAGON,TOYOTA,COROLLA CROSS SEG 2.0 AT 4X2 BNC SW,1987.0,BENC,AUT,PEÑALOLEN,2026-08-31
2302,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU235017124,COYHAIQUE,RIO IBANEZ,135236,67618,2024,STATION WAGON,TOYOTA,COROLLA CROSS SEG 2.0 AT 4X2 BNC SW,1987.0,BENC,AUT,ALHUE,2026-08-31
2303,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU235017124,COYHAIQUE,RIO IBANEZ,135236,67618,2024,STATION WAGON,TOYOTA,COROLLA CROSS SEG 2.0 AT 4X2 BNC SW,1987.0,BENC,AUT,ALHUE,2026-08-31
2304,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026724,COYHAIQUE,RIO IBANEZ,153075,76538,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 2WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2305,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026724,COYHAIQUE,RIO IBANEZ,153075,76538,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 2WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2306,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026724,COYHAIQUE,RIO IBANEZ,153075,76538,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 2WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2307,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026724,COYHAIQUE,RIO IBANEZ,153075,76538,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 2WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2308,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026724,COYHAIQUE,RIO IBANEZ,153075,76538,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 2WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2309,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026724,COYHAIQUE,RIO IBANEZ,153075,76538,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 2WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2310,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026724,COYHAIQUE,RIO IBANEZ,153075,76538,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 2WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2311,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU111026724,COYHAIQUE,RIO IBANEZ,153075,76538,2024,STATION WAGON,HYUNDAI,TUCSON NX4 PLUS 2.0 AT 2WD BNC SW E6,2000.0,BENC,AUT,ALHUE,2026-08-31
2312,2026-03-11,2026,PRESENCIAL,1ra. Cuota,SD111036424,COYHAIQUE,RIO IBANEZ,71860,35930,2024,AUTOMOVIL,HYUNDAI,ACCENT,1500.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2313,2026-03-11,2026,PRESENCIAL,1ra. Cuota,SD111036424,COYHAIQUE,RIO IBANEZ,71860,35930,2024,AUTOMOVIL,HYUNDAI,ACCENT,1500.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2314,2026-03-11,2026,PRESENCIAL,1ra. Cuota,SD111036424,COYHAIQUE,RIO IBANEZ,71860,35930,2024,AUTOMOVIL,HYUNDAI,ACCENT,1500.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2315,2026-03-19,2026,PRESENCIAL,Total,SU132023624,COYHAIQUE,RIO IBANEZ,147500,147500,2024,STATION WAGON,KIA MOTORS,SPORTAGE,2000.0,BENC,MEC,ANTUCO,2027-03-31
2316,2026-03-23,2026,PRESENCIAL,1ra. Cuota,CT166007924,PUNTA ARENAS,RIO IBANEZ,166255,83128,2024,CAMIONETA,MITSUBISHI,L200 CRT 2.2 MT 4X4 DSL DC E6,2268.0,DIES,MEC,ALHUE,2026-08-31
2317,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX EVI TSS DX 2.4 MT 4X4 DSL DC E6,2400.0,DIES,MEC,ALHUE,2026-08-31
2318,2026-03-27,2026,PRESENCIAL,1ra. Cuota,CT235018224,PUNTA ARENAS,RIO IBANEZ,201977,100989,2024,CAMIONETA,TOYOTA,HILUX DX 2.4 MT 4X2 DSL DC E6,2400.0,DIES,MEC,ALHUE,2026-08-31
2319,2026-03-27,2026,PRESENCIAL,1ra. Cuota,CT235018224,PUNTA ARENAS,RIO IBANEZ,201977,100989,2024,CAMIONETA,TOYOTA,HILUX DX 2.4 MT 4X2 DSL DC E6,2400.0,DIES,MEC,ALHUE,2026-08-31
2320,2026-04-15,2026,ONLINE,Total,CT079023624,COYHAIQUE,RIO IBANEZ,375430,376669,2024,CAMIONETA,FORD,FORD RANGER P703,3000.0,DIES,AUT,RIO IBAÑEZ,2027-03-31
2321,2026-03-31,2026,ONLINE,1ra. Cuota,CT050036824,QUILICURA,RIO IBANEZ,1450956,725478,2024,CAMIONETA,CHEVROLET,SILVERADO,6200.0,BENC,AUT,RIO IBAÑEZ,2026-08-31
2322,2026-03-12,2026,PRESENCIAL,1ra. Cuota,SD176033224,PUNTA ARENAS,RIO IBANEZ,73456,36728,2024,AUTOMOVIL,NISSAN,VERSA,1600.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2323,2026-02-26,2026,PRESENCIAL,Total,FG184000324,COYHAIQUE,RIO IBANEZ,736482,736482,2024,FURGON,PEUGEOT,BOXER,2200.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2324,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2325,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,SAAVEDRA,2026-08-31
2326,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2327,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2328,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2329,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2330,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2331,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2332,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2333,2026-03-30,2026,PRESENCIAL,1ra. Cuota,CT235018324,PUNTA ARENAS,RIO IBANEZ,241503,120752,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2334,2026-03-28,2026,ONLINE,Total,CT235018324,RIO IBANEZ,RIO IBANEZ,241503,241503,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2335,2026-04-02,2026,ONLINE,1ra. Cuota,CT079021123,COYHAIQUE,RIO IBANEZ,381160,190664,2023,CAMIONETA,FORD,RANGER RAPTOR 4X4 3.0,3000.0,BENC,AUT,RIO IBAÑEZ,2026-08-31
2336,2026-04-04,2026,ONLINE,Total,SU213001124,LAS CONDES,RIO IBANEZ,444563,444954,2024,STATION WAGON,SEAT,ATECA,1400.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2337,2026-04-06,2026,ONLINE,Total,CT079024824,COYHAIQUE,RIO IBANEZ,1042316,1043692,2024,CAMIONETA,FORD,F-150,3500.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2338,2026-03-31,2026,PRESENCIAL,1ra. Cuota,SU235017124,COYHAIQUE,RIO IBANEZ,135236,67618,2024,STATION WAGON,TOYOTA,COROLLA CROSS,2000.0,BENC,AUT,ALHUE,2026-08-31
2339,2026-03-19,2026,PRESENCIAL,Total,SU079011924,RIO IBANEZ,RIO IBANEZ,643916,643916,2024,STATION WAGON,FORD,BRONCO,2700.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2340,2026-03-30,2026,PRESENCIAL,Total,CT235017924,RIO IBANEZ,RIO IBANEZ,306576,306576,2024,CAMIONETA,TOYOTA,HILUX,2800.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2341,2026-03-31,2026,ONLINE,Total,SU047007124,COYHAIQUE,RIO IBANEZ,139497,139496,2024,STATION WAGON,CHANGAN,UNIK,2000.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2342,2026-03-29,2026,PRESENCIAL,1ra. Cuota,CT235017724,COYHAIQUE,RIO IBANEZ,237743,118872,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2343,2026-03-28,2026,ONLINE,Total,SU047006524,MACUL,RIO IBANEZ,325882,325882,2024,STATION WAGON,CHANGAN,UNIT,1500.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2344,2026-03-25,2026,PRESENCIAL,Total,VN166004311,RIO IBANEZ,RIO IBANEZ,34876,34876,2011,STATION WAGON,MITSUBISHI,DELICA 4X4 2.4 AUT,2400.0,DIES,MEC,COYHAIQUE,2027-03-31
2345,2026-03-31,2026,ONLINE,Total,CT091007224,COYHAIQUE,RIO IBANEZ,142728,142728,2024,CAMIONETA,GREAT WALL,POER,2000.0,DIES,AUT,RIO IBAÑEZ,2027-03-31
2346,2026-03-28,2026,ONLINE,Total,SU229021408,COYHAIQUE,RIO IBANEZ,34876,34876,2008,STATION WAGON,SUZUKI,SX4,1600.0,BENC,AUT,COYHAIQUE,2027-03-31
2347,2026-03-24,2026,PRESENCIAL,Total,SU049007624,RIO IBANEZ,RIO IBANEZ,64118,64118,2024,STATION WAGON,CHERY,TIGGO 2,1500.0,BENC,MEC,COYHAIQUE,2027-03-31
2348,2026-03-24,2026,PRESENCIAL,Total,CT125001924,RIO IBANEZ,RIO IBANEZ,102618,102618,2024,CAMIONETA,JMC,VIGUS,2000.0,DIES,MEC,COYHAIQUE,2027-03-31
2349,2026-03-18,2026,PRESENCIAL,Total,CT117003224,RIO IBANEZ,RIO IBANEZ,93193,93193,2024,CAMIONETA,JAC,T8,2000.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2350,2026-03-27,2026,PRESENCIAL,Total,SU229035824,RIO IBANEZ,RIO IBANEZ,87169,87169,2024,STATION WAGON,SUKIDA,JIMNY,1500.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2351,2026-04-02,2026,PRESENCIAL,Total,SD111035524,RIO IBANEZ,RIO IBANEZ,57730,57753,2024,AUTOMOVIL,HYUNDAI,GRAND I-10,1200.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2352,2026-04-20,2026,ONLINE,Total,CT160013824,RIO IBANEZ,RIO IBANEZ,170659,171410,2024,CAMIONETA,MAZDA,BT50,3000.0,DIES,AUT,RIO IBAÑEZ,2027-03-31
2353,2026-03-31,2026,ONLINE,Total,SU176021315,RIO IBANEZ,RIO IBANEZ,34876,34876,2015,STATION WAGON,NISSAN,X-TRAIL,2500.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2354,2026-04-02,2026,ONLINE,Total,HB229020724,RIO IBANEZ,RIO IBANEZ,34876,34891,2024,AUTOMOVIL,SUZUKI,SPRESSO,1000.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2355,2026-03-31,2026,ONLINE,Total,CT079022824,COYHAIQUE,RIO IBANEZ,252564,252564,2024,CAMIONETA,FORD,RANGER EUR6,3200.0,DIES,AUT,RIO IBAÑEZ,2027-03-31
2356,2026-03-28,2026,ONLINE,Total,CT176003298,COYHAIQUE,RIO IBANEZ,34876,34876,1998,CAMIONETA,NISSAN,D21 D/C,2400.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2357,2026-03-06,2026,ONLINE,Total,CT176004100,RIO IBANEZ,RIO IBANEZ,34876,34876,2000,CAMIONETA,NISSAN,D21,2400.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2358,2026-02-24,2026,ONLINE,Total,CT176033924,RIO IBANEZ,RIO IBANEZ,269351,269350,2024,CAMIONETA,NISSAN,NAVARA,2300.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2359,2026-03-29,2026,PRESENCIAL,1ra. Cuota,CT235017724,COYHAIQUE,RIO IBANEZ,237743,118872,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2360,2026-02-17,2026,ONLINE,Total,CT160013824,QUILICURA,RIO IBANEZ,489966,489966,2024,CAMIONETA,MAZDA,BT50,3000.0,DIES,AUT,RIO IBAÑEZ,2027-03-31
2361,2026-03-31,2026,ONLINE,Total,HB111020224,LAS CONDES,RIO IBANEZ,133726,133726,2024,AUTOMOVIL,HYUNDAI,GRAND I-10,1200.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2362,2026-03-13,2026,PRESENCIAL,Total,CT184001624,RIO IBANEZ,RIO IBANEZ,209016,209016,2024,CAMIONETA,PEUGEOT,LANDTREK,2200.0,DIES,AUT,PEÑALOLEN,2027-03-31
2363,2026-03-24,2026,PRESENCIAL,Total,CT159004824,VALPARAISO,RIO IBANEZ,237363,237363,2024,CAMIONETA,MAXUS,T60,2000.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2364,2026-03-20,2026,ONLINE,Total,SU132026924,RIO IBANEZ,RIO IBANEZ,82207,82206,2024,STATION WAGON,KIA MOTORS,SONET,1500.0,BENC,AUT,ALHUE,2027-03-31
2365,2026-02-26,2026,PRESENCIAL,Total,CO184020224,COYHAIQUE,RIO IBANEZ,470002,470002,2024,FURGON,PEUGEOT,BOXER,2000.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2366,2026-02-26,2026,PRESENCIAL,Total,CO184020224,COYHAIQUE,RIO IBANEZ,470002,470002,2024,FURGON,PEUGEOT,BOXER,2000.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2367,2026-04-21,2026,ONLINE,Total,SU227058924,SAN BERNARDO,RIO IBANEZ,621469,624340,2024,STATION WAGON,SUBARU,CROSSTREK,2000.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2368,2026-02-26,2026,PRESENCIAL,Total,CO184020224,COYHAIQUE,RIO IBANEZ,470002,470002,2024,FURGON,PEUGEOT,BOXER,2000.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2369,2026-03-23,2026,PRESENCIAL,1ra. Cuota,CT166007924,COYHAIQUE,RIO IBANEZ,166255,83128,2024,CAMIONETA,MITSUBISHI,L200,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2370,2026-03-23,2026,PRESENCIAL,1ra. Cuota,CT166007924,PUNTA ARENAS,RIO IBANEZ,166255,83128,2024,CAMIONETA,MITSUBISHI,L200 CRT 2.2 MT 4X4 DSL DC E6,2268.0,DIES,MEC,RENCA,2026-08-31
2371,2026-03-29,2026,PRESENCIAL,1ra. Cuota,CT235017724,PUNTA ARENAS,RIO IBANEZ,237743,118872,2024,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2372,2026-03-29,2026,PRESENCIAL,1ra. Cuota,CT235017724,PUNTA ARENAS,RIO IBANEZ,237743,118872,2024,CAMIONETA,TOYOTA,HILUX DX 2.4 MT 4X4 DSL DC E6,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2373,2026-03-12,2026,PRESENCIAL,1ra. Cuota,SD132020424,COYHAIQUE,RIO IBANEZ,42113,21056,2024,AUTOMOVIL,KIA MOTORS,SOLUTO,1400.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2374,2026-03-12,2026,PRESENCIAL,1ra. Cuota,SD132020424,COYHAIQUE,RIO IBANEZ,42113,21056,2024,AUTOMOVIL,KIA MOTORS,SOLUTO,1400.0,BENC,MEC,RIO IBAÑEZ,2026-08-31
2375,2026-03-23,2026,PRESENCIAL,1ra. Cuota,CT176034324,PUNTA ARENAS,RIO IBANEZ,241598,120799,2024,CAMIONETA,NISSAN,NAVARA XE 2.3 MT 4X4 DSL DC E6,2300.0,DIES,MEC,ALHUE,2026-08-31
2376,2026-03-28,2026,ONLINE,Total,SU229035824,RIO IBANEZ,RIO IBANEZ,87169,87168,2024,STATION WAGON,SUZUKI,JIMNY,1500.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2377,2026-03-23,2026,PRESENCIAL,Total,CT132005113,RIO IBANEZ,RIO IBANEZ,34876,34876,2013,CAMIONETA,KIA MOTORS,BONGO III CAB 4X4 2.5,2500.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2378,2026-05-11,2026,PRESENCIAL,Total,SIN_CODIGO,RIO IBANEZ,RIO IBANEZ,34876,35507,2012,CAMIONETA,HINO,DUTRO 4X4 4.0,4000.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2379,2026-03-24,2026,PRESENCIAL,Total,SIN_CODIGO,RIO IBANEZ,RIO IBANEZ,217948,217948,2025,CAMIONETA,GREAT WALL,POER DE LUXE 4X4 2.0,2000.0,DIES,MEC,RIO IBAÑEZ,2027-03-31
2380,2026-03-23,2026,ONLINE,Total,SU227033414,COYHAIQUE,RIO IBANEZ,34876,34876,2014,STATION WAGON,SUBARU,XV,2000.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2381,2026-03-26,2026,PRESENCIAL,Total,SD235026425,COYHAIQUE,RIO IBANEZ,117684,117684,2025,STATION WAGON,TOYOTA,COROLLA SEDAN,2000.0,BENC,MEC,COYHAIQUE,2027-03-31
2382,2026-03-27,2026,PRESENCIAL,Total,VN166002706,RIO IBANEZ,RIO IBANEZ,34876,34876,2006,STATION WAGON,MITSUBISHI,MONTERO,3000.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2383,2026-05-26,2026,PRESENCIAL,Total,SIN_CODIGO,COYHAIQUE,RIO IBANEZ,69889,69889,2025,MINIBUS,JAC,SUNRAY 2.7,2745.0,DIES,MEC,COYHAIQUE,2027-05-31
2384,2026-03-04,2026,PRESENCIAL,Total,VN166007213,RIO IBANEZ,RIO IBANEZ,34876,34876,2013,STATION WAGON,MITSUBISHI,OUTLANDER,2400.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2385,2026-03-31,2026,ONLINE,Total,SU235014525,COYHAIQUE,RIO IBANEZ,197334,197334,2025,STATION WAGON,TOYOTA,RAV4,2000.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2386,2026-02-17,2026,ONLINE,Total,SU235021825,RIO IBANEZ,RIO IBANEZ,143107,143107,2025,STATION WAGON,TOYOTA,YARIS CROSS,1500.0,BENC,AUT,RIO IBAÑEZ,2027-03-31
2387,2026-04-08,2026,ONLINE,Total,SU235018125,RIO IBANEZ,RIO IBANEZ,82243,82351,2025,STATION WAGON,TOYOTA,RAIZE 1.2,1200.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2388,2026-04-07,2026,ONLINE,1ra. Cuota,CT235017725,RIO IBANEZ,RIO IBANEZ,272602,136511,2025,CAMIONETA,TOYOTA,HILUX,2400.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2389,2026-03-27,2026,ONLINE,Total,SU229035825,PUNTA ARENAS,RIO IBANEZ,100276,100276,2025,STATION WAGON,SUZUKI,JIMNY,1500.0,BENC,MEC,RIO IBAÑEZ,2027-03-31
2390,2026-03-04,2026,ONLINE,Total,SU184023224,RIO IBANEZ,RIO IBANEZ,225852,225852,2024,STATION WAGON,PEUGEOT,5008,1500.0,DIES,AUT,RIO IBAÑEZ,2027-03-31
2391,2026-04-02,2026,ONLINE,1ra. Cuota,CT079018324,COYHAIQUE,RIO IBANEZ,1358307,679453,2024,CAMIONETA,FORD,F150,5000.0,BENC,AUT,RIO IBAÑEZ,2026-08-31
2392,2026-03-23,2026,PRESENCIAL,1ra. Cuota,CT166007924,COYHAIQUE,RIO IBANEZ,166255,83128,2024,CAMIONETA,MITSUBISHI,L200 CRT 2.2 MT 4X4 DSL DC E6,2268.0,DIES,MEC,ALHUE,2026-08-31
2393,2026-03-18,2026,PRESENCIAL,1ra. Cuota,CO111002824,PUNTA ARENAS,RIO IBANEZ,127329,63665,2024,CAMIONETA,HYUNDAI,PORTER,2500.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2394,2026-03-23,2026,PRESENCIAL,1ra. Cuota,CT166007924,COYHAIQUE,RIO IBANEZ,166255,83128,2024,CAMIONETA,MITSUBISHI,L200 CRT 2.2 MT 4X4 DSL DC E6,2268.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2395,2026-03-23,2026,PRESENCIAL,1ra. Cuota,CT166007924,COYHAIQUE,RIO IBANEZ,166255,83128,2024,CAMIONETA,MITSUBISHI,L200,2200.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
2396,2026-03-23,2026,PRESENCIAL,1ra. Cuota,CT166007924,COYHAIQUE,RIO IBANEZ,166255,83128,2024,CAMIONETA,MITSUBISHI,L200,2200.0,DIES,MEC,RIO IBAÑEZ,2026-08-31
